Mod:Item:MetaData, Localized Name
aether:crude_scatterglass_pane, Crude Scatterglass Pane
aether:quicksoil_glass, Quicksoil Glass
aether:quicksoil_glass_pane, Quicksoil Glass Pane
aether:scatterglass, Scatterglass
aether:scatterglass_pane, Scatterglass Pane
aether:zanite_block, Block of Zanite
aether:gravitite_block, Block of Gravitite
aether:skyroot_ladder, Skyroot Ladder
aether:skyroot_trapdoor, Skyroot Trapdoor
aether:skyroot_button, Skyroot Button
aether:wisproot_button, Wisproot Button
aether:greatroot_button, Greatroot Button
aether:holystone_button, Holystone Button
aether:skyroot_pressure_plate, Skyroot Pressure Plate
aether:wisproot_pressure_plate, Wisproot Pressure Plate
aether:greatroot_pressure_plate, Greatroot Pressure Plate
aether:holystone_pressure_plate, Holystone Pressure Plate
aether:sentrystone_brick, Sentrystone Bricks
aether:hellfirestone_brick, Hellfirestone Bricks
aether:ambrosium_torch, Ambrosium Torch
aether:candy_cane_block, Candy Cane Block
aether:holystone_stairs, Holystone Stairs
aether:mossy_holystone_stairs, Mossy Holystone Stairs
aether:skyroot_stairs, Skyroot Stairs
aether:wisproot_stairs, Wisproot Stairs
aether:greatroot_stairs, Greatroot Stairs
aether:holystone_brick_stairs, Holystone Brick Stairs
aether:agiosite_stairs, Agiosite Stairs
aether:agiosite_brick_stairs, Agiosite Brick Stairs
aether:icestone_brick_stairs, Icestone Brick Stairs
aether:scatterglass_stairs, Scatterglass Stairs
aether:sentrystone_brick_stairs, Sentrystone Brick Stairs
aether:hellfirestone_brick_stairs, Hellfirestone Brick Stairs
aether:holystone_slab, Holystone Slab
aether:mossy_holystone_slab, Mossy Holystone Slab
aether:skyroot_slab, Skyroot Slab
aether:wisproot_slab, Wisproot Slab
aether:greatroot_slab, Greatroot Slab
aether:holystone_brick_slab, Holystone Brick Slab
aether:agiosite_slab, Agiosite Slab
aether:agiosite_brick_slab, Agiosite Brick Slab
aether:icestone_slab, Icestone Brick Slab
aether:scatterglass_slab, Scatterglass Slab
aether:sentrystone_brick_slab, Sentrystone Brick Slab
aether:hellfirestone_brick_slab, Hellfirestone Brick Slab
aether:holystone_wall, Holystone Wall
aether:mossy_holystone_wall, Mossy Holystone Wall
aether:holystone_brick_wall, Holystone Brick Wall
aether:agiosite_wall, Agiosite Wall
aether:agiosite_brick_wall, Agiosite Brick Wall
aether:icestone_wall, Icestone Brick Wall
aether:scatterglass_wall, Scatterglass Wall
aether:sentrystone_brick_wall, Sentrystone Brick Wall
aether:hellfirestone_brick_wall, Hellfirestone Brick Wall
aether:candy_cane_wall, Candy Cane Wall
aether:skyroot_decorative:5, Decorative Skyroot Planks
aether:skyroot_decorative:6, Decorative Skyroot Planks
aether:skyroot_decorative:3, Decorative Skyroot Planks
aether:skyroot_decorative:7, Decorative Skyroot Planks
aether:skyroot_decorative:0, Decorative Skyroot Planks
aether:skyroot_decorative:4, Decorative Skyroot Planks
aether:skyroot_decorative:1, Decorative Skyroot Planks
aether:skyroot_decorative:2, Decorative Skyroot Planks
aether:skyroot_beam, Skyroot Beam
aether:light_skyroot_decorative:5, Decorative Wisproot Planks
aether:light_skyroot_decorative:6, Decorative Wisproot Planks
aether:light_skyroot_decorative:3, Decorative Wisproot Planks
aether:light_skyroot_decorative:7, Decorative Wisproot Planks
aether:light_skyroot_decorative:0, Decorative Wisproot Planks
aether:light_skyroot_decorative:4, Decorative Wisproot Planks
aether:light_skyroot_decorative:1, Decorative Wisproot Planks
aether:light_skyroot_decorative:2, Decorative Wisproot Planks
aether:light_skyroot_beam, Wisproot Beam
aether:dark_skyroot_decorative:5, Decorative Greatroot Planks
aether:dark_skyroot_decorative:6, Decorative Greatroot Planks
aether:dark_skyroot_decorative:3, Decorative Greatroot Planks
aether:dark_skyroot_decorative:7, Decorative Greatroot Planks
aether:dark_skyroot_decorative:0, Decorative Greatroot Planks
aether:dark_skyroot_decorative:4, Decorative Greatroot Planks
aether:dark_skyroot_decorative:1, Decorative Greatroot Planks
aether:dark_skyroot_decorative:2, Decorative Greatroot Planks
aether:dark_skyroot_beam, Greatroot Beam
aether:holystone_brick_decorative:3, Decorative Holystone Bricks
aether:holystone_brick_decorative:2, Decorative Holystone Bricks
aether:holystone_brick_decorative:4, Decorative Holystone Bricks
aether:holystone_brick_decorative:1, Decorative Holystone Bricks
aether:holystone_brick_decorative:0, Decorative Holystone Bricks
aether:holystone_brick_decorative:5, Decorative Holystone Bricks
aether:holystone_brick_decorative:6, Decorative Holystone Bricks
aether:holystone_pillar, Holystone Brick Pillar
aether:faded_holystone_brick, Faded Holystone Bricks
aether:faded_holystone_brick_stairs, Faded Holystone Brick Stairs
aether:faded_holystone_brick_slab, Faded Holystone Brick Slab
aether:faded_holystone_brick_wall, Faded Holystone Brick Wall
aether:faded_holystone_brick_decorative:3, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:2, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:4, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:1, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:0, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:5, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:6, Decorative Faded Holystone Bricks
aether:faded_holystone_pillar, Faded Holystone Brick Pillar
aether:agiosite_brick_decorative:3, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:2, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:4, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:1, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:0, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:5, Decorative Agiosite Bricks
aether:agiosite_pillar, Agiosite Brick Pillar
aether:icestone_bricks_decorative:3, Decorative Icestone Bricks
aether:icestone_bricks_decorative:2, Decorative Icestone Bricks
aether:icestone_bricks_decorative:4, Decorative Icestone Bricks
aether:icestone_bricks_decorative:1, Decorative Icestone Bricks
aether:icestone_bricks_decorative:0, Decorative Icestone Bricks
aether:icestone_bricks_decorative:5, Decorative Icestone Bricks
aether:icestone_pillar, Icestone Brick Pillar
aether:crude_scatterglass_decorative:1, Decorative Crude Scatterglass
aether:crude_scatterglass_decorative:0, Decorative Crude Scatterglass
aether:crude_scatterglass_pane_decorative:1, Decorative Crude Scatterglass Pane
aether:crude_scatterglass_pane_decorative:0, Decorative Crude Scatterglass Pane
aether:quicksoil_glass_decorative:1, Decorative Quicksoil Glass
aether:quicksoil_glass_decorative:0, Decorative Quicksoil Glass
aether:quicksoil_glass_pane_decorative:1, Decorative Quicksoil Glass Pane
aether:quicksoil_glass_pane_decorative:0, Decorative Quicksoil Glass Pane
aether:scatterglass_decorative:1, Decorative Scatterglass
aether:scatterglass_decorative:0, Decorative Scatterglass
aether:scatterglass_pane_decorative:1, Decorative Scatterglass Pane
aether:scatterglass_pane_decorative:0, Decorative Scatterglass Pane
aether:sentrystone_brick_decorative:3, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:2, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:4, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:5, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:1, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:0, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:6, Decorative Sentrystone Bricks
aether:sentrystone_pillar, Sentrystone Brick Pillar
aether:sentrystone_brick_decorative_lit:3, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:2, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:4, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:1, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:0, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:5, Decorative Sentrystone Bricks Lit
aether:sentrystone_pillar_lit, Sentrystone Brick Pillar Lit
aether:hellfirestone_brick_decorative:3, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:2, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:4, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:1, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:0, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:5, Decorative Hellfirestone Bricks
aether:hellfirestone_lantern, Hellfirestone Lantern
aether:hellfirestone_pillar, Hellfirestone Brick Pillar
aether:secret_skyroot_trapdoor, Secret Skyroot Trapdoor
aether:aether_crafting_table, Skyroot Crafting Table
aether:skyroot_chest, Skyroot Chest
aether:holystone_furnace, Holystone Furnace
aether:altar, Altar
aether:incubator, Incubator
aether:icestone_cooler, Icestone Cooler
aether:masonry_bench, Masonry Bench
aether:aether_teleporter, Aether Portal
aether:outpost_campfire, Outpost Campfire
aether:thera_grass:0, Thera Grass
aether:thera_dirt:0, Thera Dirt
aether:therawood_log, Therawood Log
aether:therawood_log_wall, Therawood Log Wall
aether:therawood_leaves, Therawood Leaves
aether:therawood_planks, Therawood Planks
aether:therawood_fence, Therawood Fence
aether:therawood_fence_gate, Therawood Fence Gate
aether:therawood_decorative:5, Decorative Therawood
aether:therawood_decorative:3, Decorative Therawood
aether:therawood_decorative:0, Decorative Therawood
aether:therawood_decorative:4, Decorative Therawood
aether:therawood_decorative:1, Decorative Therawood
aether:therawood_decorative:2, Decorative Therawood
aether:therawood_beam, Therawood Beam
aether:therastone_brick, Therastone Bricks
aether:therastone_brick_decorative:3, Decorative Therastone Bricks
aether:therastone_brick_decorative:2, Decorative Therastone Bricks
aether:therastone_brick_decorative:4, Decorative Therastone Bricks
aether:therastone_brick_decorative:1, Decorative Therastone Bricks
aether:therastone_brick_decorative:0, Decorative Therastone Bricks
aether:therastone_brick_decorative:5, Decorative Therastone Bricks
aether:therastone_brick_decorative:6, Decorative Therastone Bricks
aether:therastone_pillar, Therastone Pillar
aether:therawood_stairs, Therawood Stairs
aether:therawood_slab, Therawood Slab
aether:therastone_brick_stairs, Therastone Brick Stairs
aether:therastone_brick_slab, Therastone Brick Slab
aether:therastone_brick_wall, Therastone Brick Wall
aether:present, Present
aether:aether_portal, Aether Portal
aether:brettl_plant:0, tile.aether.brettl_plant.base.name
aether:wildcard, Wildcard
aether:skyroot_door_item, Skyroot Door
aether:arkenium_door_item, Arkenium Door
aether:skyroot_sign, Skyroot Sign
aether:secret_skyroot_door_item, Secret Skyroot Door
aether:skyroot_bed_item, Skyroot Bed
aether:skyroot_stick, Skyroot Stick
aether:valkyrie_wings, Valkyrie Wings
aether:brettl_cane, Brettl Cane
aether:brettl_grass, Brettl Grass
aether:brettl_rope, Brettl Rope
aether:skyroot_pinecone, Skyroot Pinecone
aether:golden_amber, Golden Amber
aether:cloudtwine, Cloudtwine
aether:moa_feather:0, Moa Feather
aether:taegore_hide, Taegore Hide
aether:burrukai_pelt, Burrukai Pelt
aether:swet_gel:0, Blue Swet Gel
aether:swet_gel:1, Green Swet Gel
aether:swet_gel:2, Purple Swet Gel
aether:swet_sugar, Swet Sugar
aether:aechor_petal, Aechor Petal
aether:cockatrice_feather, Cockatrice Feather
aether:crude_scatterglass_shard, Scatterglass Shard
aether:ambrosium_shard, Ambrosium Shard
aether:ambrosium_chunk, Ambrosium Chunk
aether:icestone, Icestone
aether:zanite_gemstone, Zanite Gemstone
aether:arkenium, Arkenium Plate
aether:arkenium_strip, Arkenium Strip
aether:gravitite_plate, Gravitite Plate
aether:scatterglass_vial, Scatterglass Vial
aether:irradiated_dust, Irradiated Dust
aether:irradiated_chunk, Irradiated Chunk
aether:irradiated_tool, Irradiated Tool
aether:irradiated_sword, Irradiated Sword
aether:irradiated_armor, Irradiated Armor
aether:irradiated_ring, Irradiated Ring
aether:irradiated_neckwear, Irradiated Neckwear
aether:irradiated_charm, Irradiated Charm
aether:blueberries, Blueberries
aether:enchanted_blueberry, Enchanted Blueberry
aether:orange, Orange
aether:wyndberry, Wyndberry
aether:enchanted_wyndberry, Enchanted Wyndberry
aether:plumproot_mash, Plumproot Mash
aether:plumproot_pie, Plumproot Pie
aether:fried_moa_egg, Fried Moa Egg
aether:skyroot_lizard_stick, Skyroot Lizard on a Stick
aether:skyroot_lizard_stick_roasted, Roasted Skyroot Lizard on a Stick
aether:kirrid_loin, Kirrid Loin
aether:kirrid_cutlet, Kirrid Cutlet
aether:raw_taegore_meat, Taegore Leg
aether:taegore_steak, Roast Taegore
aether:burrukai_rib_cut, Burrukai Rib Joint
aether:burrukai_ribs, Burrukai Ribs
aether:swet_jelly:0, Blue Swet Jelly
aether:swet_jelly:1, Green Swet Jelly
aether:swet_jelly:2, Purple Swet Jelly
aether:blueberry_lollipop, Blueberry Lollipop
aether:orange_lollipop, Orange Lollipop
aether:candy_corn, Candy Corn
aether:wrapped_chocolates, Wrapped Chocolates
aether:jelly_plumproot, Jelly Plumproot
aether:cocoatrice, Cocoatrice
aether:candy_cane, Candy Cane
aether:ginger_bread_man, Gingerbread Man
aether:icestone_poprocks, Icestone Poprocks
aether:eggnog, Eggnog
aether:yule_log, Yule Log
aether:stomper_pop, Stomper Pop
aether:healing_stone_depleted, Depleted Healing Stone
aether:healing_stone, Healing Stone
aether:bandage, Bandage
aether:splint, Splint
aether:water_vial, Water Vial
aether:antitoxin_vial, Antidote Vial
aether:antivenom_vial, Antivenom Vial
aether:valkyrie_tea, Valkyrie Tea
aether:shard_of_life, Shard of Life
aether:skyroot_shovel, Skyroot Shovel
aether:skyroot_pickaxe, Skyroot Pickaxe
aether:skyroot_axe, Skyroot Axe
aether:holystone_shovel, Holystone Shovel
aether:holystone_pickaxe, Holystone Pickaxe
aether:holystone_axe, Holystone Axe
aether:zanite_shovel, Zanite Shovel
aether:zanite_pickaxe, Zanite Pickaxe
aether:zanite_axe, Zanite Axe
aether:arkenium_shovel, Arkenium Shovel
aether:arkenium_pickaxe, Arkenium Pickaxe
aether:arkenium_axe, Arkenium Axe
aether:gravitite_shovel, Gravitite Shovel
aether:gravitite_pickaxe, Gravitite Pickaxe
aether:gravitite_axe, Gravitite Axe
aether:arkenium_shears, Arkenium Shears
aether:dart_shooter:0, Golden Dart Shooter
aether:dart_shooter:1, Enchanted Dart Shooter
aether:dart_shooter:2, Poison Dart Shooter
aether:dart:0, Golden Dart
aether:dart:1, Enchanted Dart
aether:dart:2, Poison Dart
aether:skyroot_sword, Skyroot Sword
aether:holystone_sword, Holystone Sword
aether:zanite_sword, Zanite Sword
aether:arkenium_sword, Arkenium Sword
aether:gravitite_sword, Gravitite Sword
aether:bolt, Scatterglass Bolt
aether:skyroot_crossbow, Skyroot Crossbow
aether:holystone_crossbow, Holystone Crossbow
aether:zanite_crossbow, Zanite Crossbow
aether:arkenium_crossbow, Arkenium Crossbow
aether:gravitite_crossbow, Gravitite Crossbow
aether:taegore_hide_helmet, Taegore Hide Hood
aether:taegore_hide_chestplate, Taegore Hide Jacket
aether:taegore_hide_leggings, Taegore Hide Leggings
aether:taegore_hide_boots, Taegore Hide Boots
aether:taegore_hide_gloves, Taegore Hide Gloves
aether:skyroot_shield, Skyroot Shield
aether:burrukai_pelt_helmet, Burrukai Pelt Hood
aether:burrukai_pelt_chestplate, Burrukai Pelt Jacket
aether:burrukai_pelt_leggings, Burrukai Pelt Leggings
aether:burrukai_pelt_boots, Burrukai Pelt Boots
aether:burrukai_pelt_gloves, Burrukai Pelt Gloves
aether:holystone_shield, Holystone Shield
aether:zanite_helmet, Zanite Helmet
aether:zanite_chestplate, Zanite Chestplate
aether:zanite_leggings, Zanite Leggings
aether:zanite_boots, Zanite Boots
aether:zanite_gloves, Zanite Arm Guards
aether:zanite_shield, Zanite Shield
aether:arkenium_helmet, Arkenium Helmet
aether:arkenium_chestplate, Arkenium Chestplate
aether:arkenium_leggings, Arkenium Leggings
aether:arkenium_boots, Arkenium Boots
aether:arkenium_gloves, Arkenium Gauntlets
aether:arkenium_shield, Arkenium Shield
aether:gravitite_helmet, Gravitite Helmet
aether:gravitite_chestplate, Gravitite Chestplate
aether:gravitite_leggings, Gravitite Leggings
aether:gravitite_boots, Gravitite Boots
aether:gravitite_gloves, Gravitite Gauntlets
aether:gravitite_shield, Gravitite Shield
aether:rainbow_moa_egg:0, Rainbow Moa Egg
aether:aether_saddle, Moa Saddle
aether:moa_feed, Moa Feed
aether:moa_feed_blueberries, Blueberry Moa Feed
aether:moa_feed_enchanted_blueberries, Enchanted Moa Feed
aether:cloud_parachute, item.aether.cloud_parachute.name
aether:skyroot_bucket, Skyroot Bucket
aether:skyroot_water_bucket, Skyroot Water Bucket
aether:skyroot_milk_bucket, Skyroot Milk Bucket
aether:skyroot_poison_bucket, Skyroot Poison Bucket
aether:aerwhale_music_disc, Aerwhale Music Disc
aether:moa_music_disc, Moa Music Disc
aether:labyrinth_music_disc, Labyrinth Music Disc
aether:valkyrie_music_disc, Valkyrie Music Disc
aether:recording_892, Recording #892
aether:winter_hat, Winter Hat
aether:wrapping_paper, Wrapping Paper
aether:moa_egg_item:0, Moa Egg
alchemistry:electrolyzer, Electrolyzer
alchemistry:chemical_dissolver, Chemical Dissolver
alchemistry:chemical_combiner, Chemical Combiner
alchemistry:evaporator, Evaporator
alchemistry:atomizer, Atomizer
alchemistry:liquifier, Liquifier
alchemistry:fission_casing, Fission Casing
alchemistry:fission_core, Fission Core
alchemistry:fission_controller, Fission Controller
alchemistry:fusion_casing, Fusion Casing
alchemistry:fusion_core, Fusion Core
alchemistry:fusion_controller, Fusion Controller
alchemistry:neon_light, Neon Light
alchemistry:helium_light, Helium Light
alchemistry:argon_light, Argon Light
alchemistry:krypton_light, Krypton Light
alchemistry:xenon_light, Xenon Light
alchemistry:wet_sand, Wet Sand
alchemistry:milk, MILK
alchemistry:mineral_salt, Mineral Salt
alchemistry:condensed_milk, Condensed Milk
alchemistry:fertilizer, Fertilizer
alchemistry:obsidian_breaker, Obsidian Breaker
alchemistry:slot_filler, Slot Filler
alchemistry:element:1, Hydrogen
alchemistry:element:2, Helium
alchemistry:element:3, Lithium
alchemistry:element:4, Beryllium
alchemistry:element:5, Boron
alchemistry:element:6, Carbon
alchemistry:element:7, Nitrogen
alchemistry:element:8, Oxygen
alchemistry:element:9, Fluorine
alchemistry:element:10, Neon
alchemistry:element:11, Sodium
alchemistry:element:12, Magnesium
alchemistry:element:13, Aluminum
alchemistry:element:14, Silicon
alchemistry:element:15, Phosphorus
alchemistry:element:16, Sulfur
alchemistry:element:17, Chlorine
alchemistry:element:18, Argon
alchemistry:element:19, Potassium
alchemistry:element:20, Calcium
alchemistry:element:21, Scandium
alchemistry:element:22, Titanium
alchemistry:element:23, Vanadium
alchemistry:element:24, Chromium
alchemistry:element:25, Manganese
alchemistry:element:26, Iron
alchemistry:element:27, Cobalt
alchemistry:element:28, Nickel
alchemistry:element:29, Copper
alchemistry:element:30, Zinc
alchemistry:element:31, Gallium
alchemistry:element:32, Germanium
alchemistry:element:33, Arsenic
alchemistry:element:34, Selenium
alchemistry:element:35, Bromine
alchemistry:element:36, Krypton
alchemistry:element:37, Rubidium
alchemistry:element:38, Strontium
alchemistry:element:39, Yttrium
alchemistry:element:40, Zirconium
alchemistry:element:41, Niobium
alchemistry:element:42, Molybdenum
alchemistry:element:43, Technetium
alchemistry:element:44, Ruthenium
alchemistry:element:45, Rhodium
alchemistry:element:46, Palladium
alchemistry:element:47, Silver
alchemistry:element:48, Cadmium
alchemistry:element:49, Indium
alchemistry:element:50, Tin
alchemistry:element:51, Antimony
alchemistry:element:52, Tellurium
alchemistry:element:53, Iodine
alchemistry:element:54, Xenon
alchemistry:element:55, Cesium
alchemistry:element:56, Barium
alchemistry:element:57, Lanthanum
alchemistry:element:58, Cerium
alchemistry:element:59, Praseodymium
alchemistry:element:60, Neodymium
alchemistry:element:61, Promethium
alchemistry:element:62, Samarium
alchemistry:element:63, Europium
alchemistry:element:64, Gadolinium
alchemistry:element:65, Terbium
alchemistry:element:66, Dysprosium
alchemistry:element:67, Holmium
alchemistry:element:68, Erbium
alchemistry:element:69, Thulium
alchemistry:element:70, Ytterbium
alchemistry:element:71, Lutetium
alchemistry:element:72, Hafnium
alchemistry:element:73, Tantalum
alchemistry:element:74, Tungsten
alchemistry:element:75, Rhenium
alchemistry:element:76, Osmium
alchemistry:element:77, Iridium
alchemistry:element:78, Platinum
alchemistry:element:79, Gold
alchemistry:element:80, Mercury
alchemistry:element:81, Thallium
alchemistry:element:82, Lead
alchemistry:element:83, Bismuth
alchemistry:element:84, Polonium
alchemistry:element:85, Astatine
alchemistry:element:86, Radon
alchemistry:element:87, Francium
alchemistry:element:88, Radium
alchemistry:element:89, Actinium
alchemistry:element:90, Thorium
alchemistry:element:91, Protactinium
alchemistry:element:92, Uranium
alchemistry:element:93, Neptunium
alchemistry:element:94, Plutonium
alchemistry:element:95, Americium
alchemistry:element:96, Curium
alchemistry:element:97, Berkelium
alchemistry:element:98, Californium
alchemistry:element:99, Einsteinium
alchemistry:element:100, Fermium
alchemistry:element:101, Mendelevium
alchemistry:element:102, Nobelium
alchemistry:element:103, Lawrencium
alchemistry:element:104, Rutherfordium
alchemistry:element:105, Dubnium
alchemistry:element:106, Seaborgium
alchemistry:element:107, Bohrium
alchemistry:element:108, Hassium
alchemistry:element:109, Meitnerium
alchemistry:element:110, Darmstadtium
alchemistry:element:111, Roentgenium
alchemistry:element:112, Copernicium
alchemistry:element:113, Nihonium
alchemistry:element:114, Flerovium
alchemistry:element:115, Moscovium
alchemistry:element:116, Livermorium
alchemistry:element:117, Tennessine
alchemistry:element:118, Oganesson
alchemistry:compound:0, Cellulose
alchemistry:compound:1, Silicon Dioxide
alchemistry:compound:2, Potassium Nitrate
alchemistry:compound:3, Aluminum Oxide
alchemistry:compound:4, Magnesium Oxide
alchemistry:compound:5, Potassium Chloride
alchemistry:compound:6, Sodium Chloride
alchemistry:compound:7, Water
alchemistry:compound:8, Kaolinite
alchemistry:compound:9, Protein
alchemistry:compound:10, Iron Oxide
alchemistry:compound:11, Sucrose
alchemistry:compound:12, Carbonate
alchemistry:compound:13, Calcium Carbonate
alchemistry:compound:14, Phosphate
alchemistry:compound:15, Hydroxide
alchemistry:compound:16, Hydroxylapatite
alchemistry:compound:17, Strontium Carbonate
alchemistry:compound:18, Beryl
alchemistry:compound:19, Starch
alchemistry:compound:20, Cucurbitacin
alchemistry:compound:21, Psilocybin
alchemistry:compound:22, Zinc Oxide
alchemistry:compound:23, Cobalt Aluminate
alchemistry:compound:24, Triglyceride
alchemistry:compound:25, Lead Iodide
alchemistry:compound:26, Ethanol
alchemistry:compound:27, Amide
alchemistry:compound:28, Urea
alchemistry:compound:29, Ammonium
alchemistry:compound:30, Diammonium Phosphate
alchemistry:compound:31, Potassium Carbonate
alchemistry:compound:32, Mescaline
alchemistry:compound:33, Mullite
alchemistry:compound:34, Methane
alchemistry:compound:35, Ethane
alchemistry:compound:36, Propane
alchemistry:compound:37, Butane
alchemistry:compound:38, Pentane
alchemistry:compound:39, Hexane
alchemistry:compound:40, Potassium Dichromate
alchemistry:compound:41, Nickel Chloride
alchemistry:compound:42, Potassium Permanganate
alchemistry:compound:43, Magnesium Sulfate
alchemistry:compound:44, Copper Chloride
alchemistry:compound:45, Cadmium Sulfide
alchemistry:compound:46, Chromium Oxide
alchemistry:compound:47, Antimony Trioxide
alchemistry:compound:48, Titanium Oxide
alchemistry:compound:49, Han Purple
alchemistry:compound:50, Arsenic Sulfide
alchemistry:compound:51, Barium Sulfate
alchemistry:compound:52, beta-Carotene
alchemistry:compound:53, Polyvinyl Chloride
alchemistry:compound:54, Potassium Cyanide
alchemistry:compound:55, Epinephrine
alchemistry:compound:56, Cocaine
alchemistry:compound:57, Acetylsalicylic Acid
alchemistry:compound:58, Penicillin
alchemistry:compound:59, Caffeine
alchemistry:compound:60, Mercury Sulfide
alchemistry:ingot:3, Lithium Ingot
alchemistry:ingot:4, Beryllium Ingot
alchemistry:ingot:5, Boron Ingot
alchemistry:ingot:11, Sodium Ingot
alchemistry:ingot:12, Magnesium Ingot
alchemistry:ingot:13, Aluminum Ingot
alchemistry:ingot:14, Silicon Ingot
alchemistry:ingot:19, Potassium Ingot
alchemistry:ingot:20, Calcium Ingot
alchemistry:ingot:21, Scandium Ingot
alchemistry:ingot:22, Titanium Ingot
alchemistry:ingot:23, Vanadium Ingot
alchemistry:ingot:24, Chromium Ingot
alchemistry:ingot:25, Manganese Ingot
alchemistry:ingot:27, Cobalt Ingot
alchemistry:ingot:28, Nickel Ingot
alchemistry:ingot:29, Copper Ingot
alchemistry:ingot:30, Zinc Ingot
alchemistry:ingot:31, Gallium Ingot
alchemistry:ingot:32, Germanium Ingot
alchemistry:ingot:33, Arsenic Ingot
alchemistry:ingot:34, Selenium Ingot
alchemistry:ingot:37, Rubidium Ingot
alchemistry:ingot:38, Strontium Ingot
alchemistry:ingot:39, Yttrium Ingot
alchemistry:ingot:40, Zirconium Ingot
alchemistry:ingot:41, Niobium Ingot
alchemistry:ingot:42, Molybdenum Ingot
alchemistry:ingot:43, Technetium Ingot
alchemistry:ingot:44, Ruthenium Ingot
alchemistry:ingot:45, Rhodium Ingot
alchemistry:ingot:46, Palladium Ingot
alchemistry:ingot:47, Silver Ingot
alchemistry:ingot:48, Cadmium Ingot
alchemistry:ingot:49, Indium Ingot
alchemistry:ingot:50, Tin Ingot
alchemistry:ingot:51, Antimony Ingot
alchemistry:ingot:52, Tellurium Ingot
alchemistry:ingot:55, Cesium Ingot
alchemistry:ingot:56, Barium Ingot
alchemistry:ingot:57, Lanthanum Ingot
alchemistry:ingot:58, Cerium Ingot
alchemistry:ingot:59, Praseodymium Ingot
alchemistry:ingot:60, Neodymium Ingot
alchemistry:ingot:61, Promethium Ingot
alchemistry:ingot:62, Samarium Ingot
alchemistry:ingot:63, Europium Ingot
alchemistry:ingot:64, Gadolinium Ingot
alchemistry:ingot:65, Terbium Ingot
alchemistry:ingot:66, Dysprosium Ingot
alchemistry:ingot:67, Holmium Ingot
alchemistry:ingot:68, Erbium Ingot
alchemistry:ingot:69, Thulium Ingot
alchemistry:ingot:70, Ytterbium Ingot
alchemistry:ingot:71, Lutetium Ingot
alchemistry:ingot:72, Hafnium Ingot
alchemistry:ingot:73, Tantalum Ingot
alchemistry:ingot:74, Tungsten Ingot
alchemistry:ingot:75, Rhenium Ingot
alchemistry:ingot:76, Osmium Ingot
alchemistry:ingot:77, Iridium Ingot
alchemistry:ingot:78, Platinum Ingot
alchemistry:ingot:81, Thallium Ingot
alchemistry:ingot:82, Lead Ingot
alchemistry:ingot:83, Bismuth Ingot
alchemistry:ingot:84, Polonium Ingot
alchemistry:ingot:85, Astatine Ingot
alchemistry:ingot:87, Francium Ingot
alchemistry:ingot:88, Radium Ingot
alchemistry:ingot:89, Actinium Ingot
alchemistry:ingot:90, Thorium Ingot
alchemistry:ingot:91, Protactinium Ingot
alchemistry:ingot:92, Uranium Ingot
alchemistry:ingot:93, Neptunium Ingot
alchemistry:ingot:94, Plutonium Ingot
alchemistry:ingot:95, Americium Ingot
alchemistry:ingot:96, Curium Ingot
alchemistry:ingot:97, Berkelium Ingot
alchemistry:ingot:98, Californium Ingot
alchemistry:ingot:99, Einsteinium Ingot
alchemistry:ingot:100, Fermium Ingot
alchemistry:ingot:101, Mendelevium Ingot
alchemistry:ingot:102, Nobelium Ingot
alchemistry:ingot:103, Lawrencium Ingot
alchemistry:ingot:104, Rutherfordium Ingot
alchemistry:ingot:105, Dubnium Ingot
alchemistry:ingot:106, Seaborgium Ingot
alchemistry:ingot:107, Bohrium Ingot
alchemistry:ingot:108, Hassium Ingot
alchemistry:ingot:109, Meitnerium Ingot
alchemistry:ingot:110, Darmstadtium Ingot
